freq,F1,F2
0.0,0.02250083333333334,0.02250083333333334
0.0027778549404150117,0.025213924356961095,0.025213924356961095
0.005555709880830023,0.018204663484034548,0.018204663484034548
0.008333564821245035,0.021175966073442517,0.021175966073442517
0.011111419761660047,0.026224269218196924,0.026224269218196924
0.013889274702075058,0.014819483278654011,0.014819483278654011
0.01666712964249007,0.02015390602975227,0.02015390602975227
0.01944498458290508,0.024602191496856787,0.024602191496856787
0.022222839523320093,0.031072997408692196,0.031072997408692196
0.025000694463735106,0.05647220106703061,0.05647220106703061
0.027778549404150116,0.06986236325083081,0.06986236325083081
0.03055640434456513,0.07220435228787875,0.07220435228787875
0.03333425928498014,0.09836592287070174,0.09836592287070174
0.036112114225395155,0.12937857248207552,0.12937857248207552
0.03888996916581016,0.16666133319785847,0.16666133319785847
0.041667824106225174,0.14798136126679146,0.14798136126679146
0.04444567904664019,0.11392414676472891,0.11392414676472891
0.0472235339870552,0.11892040111058745,0.11892040111058745
0.05000138892747021,0.13288833121906796,0.13288833121906796
0.05277924386788522,0.10812641294743032,0.10812641294743032
0.05555709880830023,0.23185781461896274,0.23185781461896274
0.058334953748715244,0.3381342825804642,0.3381342825804642
0.06111280868913026,0.2770936743835864,0.2770936743835864
0.06389066362954526,0.15939379483722044,0.15939379483722044
0.06666851856996028,0.17485168814700297,0.17485168814700297
0.06944637351037529,0.15064490399275013,0.15064490399275013
0.07222422845079031,0.2174063356469177,0.2174063356469177
0.07500208339120532,0.27837497282159657,0.27837497282159657
0.07777993833162032,0.2821904758161295,0.2821904758161295
0.08055779327203534,0.2186129538583493,0.2186129538583493
0.08333564821245035,0.24990901264397294,0.24990901264397294
0.08611350315286537,0.1288817226547386,0.1288817226547386
0.08889135809328037,0.20135706081726684,0.20135706081726684
0.09166921303369538,0.2660664005231861,0.2660664005231861
0.0944470679741104,0.1348820341992451,0.1348820341992451
0.0972249229145254,0.07850287428172557,0.07850287428172557
0.10000277785494043,0.08963608983221336,0.08963608983221336
0.10278063279535543,0.0687288410270441,0.0687288410270441
0.10555848773577044,0.061770471494433495,0.061770471494433495
0.10833634267618546,0.09476113562184024,0.09476113562184024
0.11111419761660046,0.15327697690343797,0.15327697690343797
0.11389205255701548,0.12979811786381704,0.12979811786381704
0.11666990749743049,0.13488932659156835,0.13488932659156835
0.1194477624378455,0.17404596987781662,0.17404596987781662
0.12222561737826051,0.16526251854874222,0.16526251854874222
0.12500347231867553,0.15284298368576837,0.15284298368576837
0.12778132725909053,0.06574480412041132,0.06574480412041132
0.13055918219950555,0.15824358820268672,0.15824358820268672
0.13333703713992057,0.18108563024665641,0.18108563024665641
0.13611489208033556,0.20058764388667888,0.20058764388667888
0.13889274702075058,0.2010337519831848,0.2010337519831848
0.1416706019611656,0.14368020257243883,0.14368020257243883
0.14444845690158062,0.08539074885507901,0.08539074885507901
0.1472263118419956,0.14831703684348446,0.14831703684348446
0.15000416678241063,0.1897875941500336,0.1897875941500336
0.15278202172282565,0.123866686274802,0.123866686274802
0.15555987666324064,0.2172504103935667,0.2172504103935667
0.15833773160365566,0.17665754186288066,0.17665754186288066
0.16111558654407068,0.09662990706951055,0.09662990706951055
0.16389344148448567,0.15595627592049832,0.15595627592049832
0.1666712964249007,0.05339462995021029,0.05339462995021029
0.16944915136531571,0.1136936592384512,0.1136936592384512
0.17222700630573073,0.11111655863847093,0.11111655863847093
0.17500486124614573,0.0573502121233678,0.0573502121233678
