freq,F1,F2
0.0,0.009613832779555275,0.0
0.0027778549404150117,0.010328085912696119,0.0
0.005555709880830023,0.012539838074762626,0.0
0.008333564821245035,0.014891165449337903,0.0
0.011111419761660047,0.01658451556393812,0.0
0.013889274702075058,0.015953978979581326,0.0
0.01666712964249007,0.017305976289962898,0.0
0.01944498458290508,0.021241646623140344,0.0
0.022222839523320093,0.028064370191456706,0.0
0.025000694463735106,0.037980752462676896,0.0
0.027778549404150116,0.04767973599052141,0.0
0.03055640434456513,0.051043055241003644,0.0
0.03333425928498014,0.05497205400487047,0.0
0.036112114225395155,0.06179120189272178,0.0
0.03888996916581016,0.08430148010329679,0.0
0.041667824106225174,0.06930394635243003,0.0
0.04444567904664019,0.03182894262673784,0.0
0.0472235339870552,0.045780034803377,0.0
0.05000138892747021,0.08466591663536252,0.0
0.05277924386788522,0.13051051695398097,0.0
0.05555709880830023,0.18041392287222777,0.0
0.058334953748715244,0.19853273903218271,0.0
0.06111280868913026,0.15439984262000728,0.0
0.06389066362954526,0.0671526987766501,0.0
0.06666851856996028,0.0662675641197246,0.0
0.06944637351037529,0.11293284085975999,0.0
0.07222422845079031,0.18290302070895045,0.0
0.07500208339120532,0.1631608554936184,0.0
0.07777993833162032,0.12849499719667037,0.0
0.08055779327203534,0.10313922787096079,0.0
0.08333564821245035,0.15162967945939537,0.0
0.08611350315286537,0.1504747919194712,0.0
0.08889135809328037,0.1835553845846949,0.0
0.09166921303369538,0.1881736718139093,0.0
0.0944470679741104,0.10423834429363586,0.0
0.0972249229145254,0.027759123316582958,0.0
0.10000277785494043,0.02843157812425438,0.0
0.10278063279535543,0.012655752278209259,0.0
0.10555848773577044,0.035747584678007586,0.0
0.10833634267618546,0.07247238916798672,0.0
0.11111419761660046,0.11563978101076547,0.0
0.11389205255701548,0.09251447045496443,0.0
0.11666990749743049,0.05567127183320586,0.0
0.1194477624378455,0.09188157037543342,0.0
0.12222561737826051,0.1008399583196044,0.0
0.12500347231867553,0.11213416351688485,0.0
0.12778132725909053,0.1046851414800169,0.0
0.13055918219950555,0.10379219352926702,0.0
0.13333703713992057,0.08628021130807449,0.0
0.13611489208033556,0.082181236569741,0.0
0.13889274702075058,0.06752335678783795,0.0
0.1416706019611656,0.059197873684427145,0.0
0.14444845690158062,0.09649787312252793,0.0
0.1472263118419956,0.11808277516963904,0.0
0.15000416678241063,0.09180909916864574,0.0
0.15278202172282565,0.021766005787718645,0.0
0.15555987666324064,0.1010942806414709,0.0
0.15833773160365566,0.09263038761587446,0.0
0.16111558654407068,0.04679941865500393,0.0
0.16389344148448567,0.07859455475469514,0.0
0.1666712964249007,0.014465452639860269,0.0
0.16944915136531571,0.028452874605727294,0.0
0.17222700630573073,0.03613011089556877,0.0
0.17500486124614573,0.03443145851543196,0.0
0.17778271618656075,0.08093235313000276,0.0
0.18056057112697577,0.12698479113149885,0.0
0.18333842606739076,0.08081293201187498,0.0
0.18611628100780578,0.10010980243355888,0.0
0.1888941359482208,0.1235108118926544,0.0
0.19167199088863582,0.11325360509805761,0.0
0.1944498458290508,0.06490849276036532,0.0
0.19722770076946583,0.0709728416847239,0.0
0.20000555570988085,0.12148334101942582,0.0
0.20278341065029584,0.0741752481444771,0.0
0.20556126559071086,0.0908720130334264,0.0
0.20833912053112588,0.05945672737056016,0.0
0.21111697547154087,0.05486487993572013,0.0
0.2138948304119559,0.06808540357033115,0.0
0.21667268535237091,0.14450188353709012,0.0
0.21945054029278593,0.19883494433353038,0.0
0.22222839523320093,0.08629249488251618,0.0
0.22500625017361595,0.1684522204844171,0.0
0.22778410511403097,0.3242252907092222,0.0
0.23056196005444596,0.2660993552784067,0.0
0.23333981499486098,0.07057402392846908,0.0
0.236117669935276,0.07342442481686827,0.0
0.238895524875691,0.16493684782338677,0.0
0.241673379816106,0.1660836877029361,0.0
0.24445123475652103,0.16599877375156208,0.0
0.24722908969693605,0.15269833328491458,0.0
0.25000694463735107,0.05973792588442785,0.0
0.25278479957776606,0.12466121018803804,0.0
0.25556265451818105,0.19523771680155558,0.0
0.2583405094585961,0.22318111577882074,0.0
0.2611183643990111,0.1619737383612838,0.0
0.2638962193394261,0.05304989381456087,0.0
0.26667407427984113,0.053409074830486854,0.0
0.2694519292202561,0.0965018205329886,0.0
0.2722297841606711,0.05166345290146395,0.0
0.27500763910108617,0.1957206777587696,0.0
0.27778549404150116,0.2272810198799001,0.0
0.2805633489819162,0.17959480966056424,0.0
0.2833412039223312,0.14332399387650008,0.0
0.2861190588627462,0.09670308370054378,0.0
0.28889691380316124,0.13053379528310755,0.0
0.29167476874357623,0.06635356555601404,0.0
0.2944526236839912,0.13649286440527159,0.0
0.29723047862440627,0.2748133712746616,0.0
0.30000833356482126,0.34686972178381975,0.0
0.30278618850523625,0.33351108496972326,0.0
0.3055640434456513,0.2881785443110527,0.0
0.3083418983860663,0.17621653605211,0.0
0.3111197533264813,0.06961002764233865,0.0
0.31389760826689633,0.18458595582177723,0.0
0.3166754632073113,0.268139282851767,0.0
0.3194533181477263,0.21006076953403552,0.0
0.32223117308814136,0.1677764512966411,0.0
0.32500902802855636,0.16765023957315975,0.0
0.32778688296897135,0.1980366474428266,0.0
0.3305647379093864,0.37644037745909265,0.0
0.3333425928498014,0.37914899525442247,0.0
0.33612044779021644,0.3452020898557562,0.0
0.33889830273063143,0.4379826368202925,0.0
0.3416761576710464,0.2988468399225132,0.0
0.34445401261146147,0.13698176005770699,0.0
0.34723186755187646,0.05068552451670763,0.0
0.35000972249229145,0.027714849568335552,0.0
0.3527875774327065,0.16824243698966754,0.0
0.3555654323731215,0.14770351309506838,0.0
0.3583432873135365,0.32624108180243405,0.0
0.36112114225395153,0.4594359076327941,0.0
0.3638989971943665,0.3439027889270909,0.0
0.3666768521347815,0.20632865644802856,0.0
0.36945470707519656,0.14132955491859936,0.0
