SITE CODE= 8A4óOíJí¨êVí¨                ,38.1033,142.8600, 24,9.0,40613.6154873, 24.87, 42.94
 LAT.=   38.5401
 LON.=  141.1272
 SAMPLING RATE= 100Hz 
 UNIT  = gal(cm/s/s) 
INITIAL TIME = 2011 03 11 14 46 30
 NS,EW,UD
-0.018,-0.008,-0.004
-0.008,-0.014,-0.004
-0.009,-0.016,0.002
-0.004,0.004,0.000
0.006,0.013,-0.002
-0.007,-0.016,-0.005
0.010,-0.001,-0.004
0.013,0.005,-0.007
-0.003,0.002,-0.011
0.015,0.001,0.000
-0.001,-0.011,-0.002
-0.032,0.004,-0.002
-0.030,0.008,0.014
-0.032,0.007,0.016
-0.014,-0.021,0.015
0.000,-0.019,0.000
0.007,0.029,-0.023
0.037,0.034,-0.032
0.034,0.042,-0.038
0.020,0.014,-0.023
0.007,-0.013,0.000
-0.014,-0.003,0.008
-0.013,-0.024,0.016
-0.014,-0.029,0.014
0.000,-0.017,0.010
0.011,0.000,0.005
0.009,0.008,-0.009
0.013,0.000,-0.014
-0.002,-0.011,-0.017
-0.011,-0.018,-0.016
-0.015,-0.002,-0.021
-0.011,0.005,-0.030
0.012,-0.014,-0.018
0.014,-0.011,-0.004
0.007,0.004,0.006
0.013,-0.013,0.012
0.000,-0.016,0.010
-0.007,-0.011,0.009
-0.004,-0.010,0.000
-0.009,0.016,-0.005
-0.005,0.031,-0.009
-0.007,0.023,-0.006
0.003,0.007,0.003
0.018,0.012,-0.001
0.008,0.001,-0.009
0.008,-0.018,-0.011
0.005,-0.017,-0.013
0.010,-0.021,-0.001
0.015,-0.002,0.017
-0.001,0.009,0.015
0.010,0.000,0.012
0.023,0.006,0.007
0.028,0.009,0.000
0.029,0.008,-0.004
-0.005,0.001,-0.014
-0.019,-0.021,-0.008
-0.029,-0.034,0.007
-0.055,-0.015,0.013
-0.050,0.001,0.018
-0.018,-0.004,0.007
0.020,0.004,-0.009
0.044,0.019,-0.028
0.038,0.029,-0.044
0.025,0.022,-0.039
0.017,-0.005,-0.031
-0.016,-0.027,-0.014
-0.044,-0.029,0.016
-0.047,-0.013,0.016
-0.045,-0.025,0.007
-0.022,-0.016,0.014
-0.002,0.026,0.010
0.021,0.019,0.002
0.030,0.027,-0.005
0.022,0.029,-0.006
0.040,-0.001,0.003
0.027,-0.002,0.003
0.004,0.001,0.007
0.002,0.000,0.006
-0.004,-0.013,-0.002
0.005,-0.006,-0.004
0.004,0.002,-0.014
0.003,-0.013,-0.016
0.012,-0.003,-0.013
-0.003,0.001,-0.018
-0.008,-0.002,-0.006
-0.012,0.016,-0.004
-0.017,0.008,-0.008
-0.005,-0.005,-0.009
-0.004,0.009,-0.020
0.004,0.006,-0.020
0.004,-0.007,-0.020
0.014,-0.015,-0.007
0.035,-0.029,0.010
0.005,-0.014,0.005
-0.013,0.008,-0.002
-0.015,-0.006,-0.003
-0.022,-0.004,0.000
0.000,0.016,0.001
-0.002,0.014,-0.005
0.001,0.006,-0.004
0.020,-0.008,-0.001
0.004,-0.027,0.003
-0.002,-0.022,0.025
-0.015,-0.009,0.039
-0.027,-0.018,0.036
-0.007,-0.029,0.033
0.009,-0.009,0.011
0.020,0.011,-0.026
0.018,0.018,-0.051
0.023,0.015,-0.050
0.020,-0.016,-0.032
-0.018,-0.026,-0.016
-0.031,-0.012,0.005
-0.028,-0.019,0.015
-0.023,-0.026,0.014
0.000,0.010,0.017
0.001,0.031,0.008
0.017,0.019,-0.006
0.032,0.016,-0.009
0.010,-0.019,-0.011
0.020,-0.040,-0.010
0.002,-0.013,-0.015
-0.023,-0.008,-0.029
-0.004,-0.009,-0.030
-0.005,-0.004,-0.020
0.002,0.014,-0.005
-0.002,0.040,-0.002
-0.004,0.019,0.000
0.024,0.000,0.013
0.014,0.002,0.010
0.011,-0.016,0.007
0.016,-0.017,0.004
-0.010,-0.028,0.002
-0.013,-0.034,-0.002
-0.022,-0.005,-0.020
-0.036,0.004,-0.028
-0.014,0.009,-0.027
0.007,0.000,-0.019
0.022,0.005,-0.006
0.015,0.027,-0.011
-0.004,-0.001,-0.011
0.007,-0.020,0.008
0.011,-0.005,0.016
0.004,-0.013,0.008
0.011,-0.013,-0.005
-0.002,0.014,-0.011
-0.010,0.004,0.000
0.000,0.000,0.018
-0.014,0.011,0.028
-0.013,-0.002,0.030
0.017,-0.001,0.020
0.025,0.005,-0.001
0.017,0.017,-0.017
0.025,0.016,-0.022
0.036,-0.002,-0.020
0.009,-0.020,-0.010
-0.002,-0.034,0.012
-0.004,-0.018,0.016
-0.014,-0.006,0.003
-0.005,0.006,0.003
-0.010,0.018,0.005
-0.008,0.031,-0.011
0.000,0.036,-0.021
-0.016,0.013,-0.021
-0.005,-0.007,-0.010
0.006,-0.029,0.006
0.003,-0.017,0.004
0.012,-0.002,0.001
0.011,-0.017,-0.002
0.013,0.001,-0.005
-0.002,0.004,-0.007
-0.021,0.003,-0.009
-0.011,0.000,-0.002
-0.008,-0.013,0.008
0.020,0.000,0.011
0.036,-0.002,0.000
0.023,0.004,-0.007
0.030,-0.005,-0.005
0.009,-0.014,-0.008
-0.018,0.000,-0.012
-0.014,-0.016,-0.013
-0.015,-0.020,-0.010
-0.001,-0.021,-0.007
0.015,-0.018,-0.005
0.007,0.014,-0.009
0.004,0.004,-0.019
-0.001,-0.015,-0.021
-0.013,0.001,-0.014
-0.019,0.012,-0.010
-0.018,0.018,-0.018
-0.022,0.005,-0.029
-0.020,-0.004,-0.018
0.000,0.004,0.002
0.002,-0.007,0.012
-0.015,0.001,0.012
-0.004,-0.007,0.014
0.025,-0.016,0.020
0.022,0.014,0.004
0.004,0.018,-0.010
0.007,0.021,-0.005
0.000,0.007,-0.004
-0.016,-0.016,0.001
-0.015,-0.006,0.007
-0.011,-0.005,0.007
-0.012,-0.019,0.006
0.011,-0.017,0.014
0.033,0.005,0.019
0.016,0.003,0.002
0.013,-0.011,-0.009
0.003,-0.016,-0.011
-0.004,-0.019,-0.012
0.018,0.008,-0.009
0.003,0.004,-0.017
0.002,-0.018,-0.017
0.016,-0.006,-0.011
-0.008,0.006,-0.017
-0.009,0.001,-0.018
-0.008,-0.018,-0.007
-0.008,-0.024,0.004
0.003,-0.018,0.009
-0.004,-0.004,0.006
0.012,0.000,0.000
0.019,-0.015,-0.003
0.015,-0.010,0.002
0.016,-0.002,0.009
-0.009,-0.001,0.003
-0.013,-0.012,-0.007
-0.013,-0.028,-0.005
-0.017,-0.004,-0.003
0.004,0.008,-0.006
-0.009,0.000,-0.008
-0.009,0.005,-0.001
0.023,-0.002,0.005
0.019,0.014,-0.005
0.005,0.013,-0.013
-0.017,-0.004,-0.014
-0.029,0.002,-0.001
-0.031,-0.018,0.020
-0.024,-0.007,0.022
-0.005,0.010,0.009
0.007,-0.004,-0.017
0.036,0.015,-0.034
0.047,0.026,-0.030
0.024,0.018,-0.023
0.008,0.004,-0.018
-0.023,-0.027,-0.011
-0.039,-0.024,0.006
-0.021,-0.009,0.016
-0.006,-0.008,0.014
0.021,0.004,0.009
0.034,-0.006,-0.002
0.035,0.004,-0.006
0.036,0.021,-0.016
0.011,-0.012,-0.027
-0.004,-0.011,-0.018
-0.010,-0.005,-0.009
-0.010,-0.023,-0.001
-0.011,-0.007,0.003
-0.024,0.004,0.002
-0.002,-0.003,0.009
0.016,-0.004,0.014
-0.001,0.004,0.007
0.009,-0.004,0.010
0.013,-0.005,0.018
0.003,-0.005,0.016
0.009,-0.012,0.009
-0.019,0.009,-0.005
-0.023,-0.008,-0.019
0.002,-0.018,-0.016
-0.007,0.001,-0.011
0.000,0.004,-0.013
0.008,0.005,-0.019
-0.006,-0.004,-0.027
0.000,-0.007,-0.013
-0.005,0.002,-0.001
-0.013,0.021,-0.004
-0.018,0.011,-0.010
-0.009,-0.013,-0.018
0.026,-0.001,-0.013
0.000,-0.002,-0.010
-0.020,-0.001,-0.007
-0.015,-0.008,0.013
-0.017,-0.017,0.031
0.015,0.005,0.040
0.007,0.011,0.027
0.007,0.013,0.000
0.025,0.005,-0.018
0.016,-0.014,-0.009
0.012,0.005,0.000
-0.010,-0.016,-0.005
-0.018,-0.039,0.002
-0.020,-0.014,0.005
-0.019,-0.004,0.002
0.001,0.025,-0.005
-0.004,0.021,-0.015
0.015,-0.005,-0.011
0.034,0.007,-0.017
0.015,-0.001,-0.030
0.024,-0.009,-0.026
0.012,-0.018,-0.016
-0.008,-0.018,-0.007
0.009,0.001,-0.005
-0.018,0.007,-0.010
-0.039,0.008,-0.013
-0.001,-0.002,-0.007
0.017,0.004,0.005
0.017,0.012,0.011
0.017,-0.005,0.009
0.004,-0.009,0.004
0.011,-0.015,0.003
0.016,-0.020,0.009
-0.006,-0.009,0.003
-0.013,-0.013,-0.005
-0.002,-0.018,0.001
0.004,-0.017,0.011
-0.005,-0.013,0.006
0.011,0.003,-0.008
0.018,-0.011,-0.007
-0.022,-0.011,-0.008
-0.016,0.018,-0.002
0.024,0.020,0.009
0.022,0.004,-0.006
0.009,-0.009,-0.017
-0.022,-0.004,-0.011
-0.041,0.017,0.000
-0.017,0.027,0.021
-0.019,0.000,0.018
-0.006,-0.012,0.004
0.027,0.008,-0.014
0.023,0.016,-0.033
0.025,0.008,-0.024
0.033,-0.023,-0.010
0.019,-0.040,-0.004
-0.021,-0.020,-0.002
-0.032,-0.008,-0.006
-0.007,-0.007,-0.002
-0.010,0.005,0.003
-0.004,0.014,0.006
0.007,0.019,0.000
0.001,0.018,-0.018
0.018,-0.010,-0.020
0.020,-0.029,-0.014
0.000,-0.016,-0.011
0.004,-0.012,-0.008
-0.005,-0.023,-0.005
-0.009,-0.023,0.003
-0.005,-0.005,0.013
-0.014,0.018,0.006
-0.017,0.025,-0.009
-0.009,0.009,-0.005
0.010,-0.002,0.005
-0.001,0.004,-0.004
-0.023,-0.005,-0.021
-0.008,-0.029,-0.028
0.005,-0.021,-0.020
0.016,-0.007,-0.001
0.016,0.002,0.012
-0.003,0.022,0.005
0.009,0.008,0.003
0.010,0.000,0.003
-0.009,0.004,-0.004
-0.015,0.004,-0.003
-0.024,-0.002,-0.002
0.006,-0.020,0.005
0.038,-0.010,0.013
0.034,0.004,-0.002
0.013,0.001,-0.016
-0.019,-0.008,-0.007
-0.038,-0.010,0.018
-0.038,-0.016,0.040
-0.010,-0.020,0.029
0.018,-0.018,-0.005
0.030,-0.015,-0.029
0.046,0.019,-0.040
0.046,0.036,-0.044
0.002,0.018,-0.033
-0.032,-0.011,-0.016
-0.045,-0.016,-0.014
-0.063,0.002,-0.018
-0.032,0.011,-0.018
-0.008,0.032,-0.015
0.013,0.019,-0.008
0.051,0.005,-0.006
0.038,0.008,-0.013
0.021,-0.002,-0.018
0.005,-0.005,-0.015
-0.002,-0.013,-0.017
-0.014,-0.002,-0.022
-0.030,0.015,-0.025
-0.011,0.014,-0.028
-0.021,0.001,-0.015
-0.014,-0.006,0.013
0.026,-0.001,0.038
0.020,-0.005,0.048
0.020,-0.022,0.045
0.026,-0.029,0.028
0.015,-0.018,-0.006
0.011,-0.001,-0.030
-0.010,-0.002,-0.036
-0.007,-0.016,-0.026
-0.004,0.000,-0.011
-0.029,0.019,-0.002
-0.006,0.022,0.005
0.004,0.025,-0.001
-0.013,0.012,-0.004
-0.013,0.009,0.007
-0.015,0.014,0.002
-0.004,-0.011,-0.005
0.003,-0.030,-0.013
0.013,-0.018,-0.043
0.015,0.001,-0.084
-0.006,0.005,-0.098
-0.008,0.008,-0.053
-0.001,0.012,0.011
-0.008,-0.008,0.044
0.002,-0.004,0.044
0.018,0.016,0.024
0.016,0.020,-0.007
0.018,0.023,-0.021
0.004,0.023,0.004
-0.011,0.023,0.041
-0.023,0.008,0.066
-0.029,0.001,0.070
-0.021,0.017,0.032
-0.025,0.042,-0.026
-0.001,0.051,-0.063
0.017,0.032,-0.053
0.011,0.017,0.038
0.033,-0.003,0.192
0.022,-0.028,0.321
0.013,-0.043,0.373
0.018,-0.041,0.313
-0.013,-0.023,0.152
-0.038,0.024,-0.017
-0.049,0.062,-0.086
-0.041,0.050,-0.009
-0.008,0.028,0.169
0.038,-0.002,0.317
0.049,-0.014,0.288
0.009,-0.018,0.059
-0.022,-0.001,-0.253
-0.039,0.027,-0.500
-0.045,0.036,-0.577
-0.031,0.045,-0.471
-0.002,-0.007,-0.249
0.029,-0.027,-0.012
0.032,-0.003,0.180
0.021,-0.013,0.275
0.013,-0.009,0.214
0.004,-0.004,0.003
-0.009,-0.004,-0.253
-0.032,0.035,-0.384
-0.038,0.090,-0.283
0.007,0.051,0.024
0.062,-0.025,0.419
0.101,-0.056,0.712
0.107,-0.063,0.712
0.029,-0.040,0.361
-0.055,-0.012,-0.193
-0.081,0.025,-0.688
-0.080,0.040,-0.889
-0.049,0.035,-0.711
0.011,0.004,-0.274
0.093,-0.071,0.191
0.124,-0.112,0.484
0.082,-0.111,0.522
0.025,-0.084,0.412
-0.021,-0.061,0.291
-0.037,-0.092,0.230
-0.024,-0.102,0.209
-0.009,-0.054,0.159
0.021,-0.036,0.087
0.044,0.005,-0.011
0.035,0.054,-0.129
0.046,0.016,-0.238
0.040,-0.034,-0.357
0.005,-0.086,-0.456
-0.020,-0.134,-0.552
-0.080,-0.129,-0.663
-0.098,-0.098,-0.704
-0.039,-0.065,-0.599
0.042,-0.046,-0.345
0.118,-0.057,-0.104
0.139,-0.102,-0.080
0.090,-0.128,-0.307
-0.020,-0.090,-0.664
-0.126,0.007,-0.885
-0.155,0.098,-0.757
-0.108,0.113,-0.314
-0.013,0.072,0.249
0.100,0.015,0.711
0.155,-0.023,0.973
0.094,-0.025,1.086
0.016,-0.090,1.137
-0.018,-0.192,1.138
-0.059,-0.228,1.011
-0.090,-0.174,0.711
-0.084,-0.016,0.290
-0.061,0.126,-0.177
-0.007,0.171,-0.611
0.069,0.121,-0.907
0.100,0.026,-0.920
0.062,-0.050,-0.586
-0.033,-0.157,-0.068
-0.108,-0.252,0.373
-0.085,-0.267,0.568
-0.042,-0.175,0.522
-0.012,-0.004,0.350
0.031,0.115,0.119
0.016,0.120,-0.143
-0.023,0.107,-0.413
-0.046,0.151,-0.668
-0.092,0.198,-0.802
-0.118,0.247,-0.689
-0.119,0.237,-0.316
-0.083,0.182,0.228
0.003,0.106,0.775
0.091,0.000,1.155
0.107,-0.014,1.275
0.077,0.014,1.139
0.071,0.054,0.829
0.050,0.134,0.403
-0.002,0.202,-0.082
-0.080,0.260,-0.554
-0.183,0.321,-0.895
-0.264,0.391,-0.973
-0.251,0.426,-0.815
-0.115,0.378,-0.487
0.048,0.242,-0.013
0.134,0.085,0.481
0.112,-0.041,0.788
0.052,-0.151,0.793
0.031,-0.193,0.604
-0.005,-0.105,0.391
-0.059,0.011,0.192
-0.084,0.071,-0.031
-0.111,0.136,-0.290
-0.110,0.244,-0.575
-0.088,0.332,-0.880
-0.061,0.291,-1.102
-0.018,0.166,-1.080
0.026,0.030,-0.775
0.110,-0.132,-0.345
0.203,-0.271,-0.050
0.228,-0.346,-0.006
0.183,-0.316,-0.072
0.092,-0.157,-0.064
0.026,0.031,0.034
0.027,0.157,0.129
0.057,0.250,0.160
0.065,0.349,0.130
0.003,0.424,0.041
-0.046,0.391,-0.079
0.029,0.278,-0.123
0.129,0.147,-0.032
0.182,-0.007,0.178
0.189,-0.177,0.480
0.141,-0.361,0.750
0.100,-0.506,0.837
0.104,-0.541,0.651
0.081,-0.394,0.227
-0.005,-0.186,-0.195
-0.050,-0.112,-0.430
-0.057,-0.089,-0.464
-0.089,-0.082,-0.339
-0.098,-0.122,-0.168
-0.129,-0.181,-0.037
-0.196,-0.323,0.032
-0.181,-0.447,0.053
-0.096,-0.435,0.045
0.013,-0.364,-0.029
0.148,-0.302,-0.188
0.220,-0.269,-0.338
0.197,-0.210,-0.355
0.128,-0.100,-0.250
0.070,0.003,-0.132
0.052,0.070,-0.051
0.030,0.115,-0.013
-0.030,0.158,-0.020
-0.055,0.155,0.028
0.061,0.118,0.287
0.227,0.076,0.735
0.345,-0.011,1.126
0.377,-0.110,1.229
0.268,-0.115,1.058
0.093,-0.006,0.740
-0.072,0.103,0.315
-0.188,0.175,-0.190
-0.266,0.229,-0.640
-0.384,0.295,-0.911
-0.493,0.376,-0.988
-0.525,0.368,-0.904
-0.500,0.289,-0.658
-0.427,0.195,-0.222
-0.339,0.050,0.340
-0.245,-0.149,0.818
-0.103,-0.319,0.994
0.062,-0.377,0.780
0.175,-0.301,0.237
0.171,-0.129,-0.380
0.091,0.034,-0.732
0.044,0.130,-0.693
0.055,0.127,-0.450
0.070,0.034,-0.251
0.031,-0.027,-0.190
-0.058,-0.021,-0.214
-0.095,-0.058,-0.156
-0.035,-0.125,0.115
0.106,-0.125,0.594
0.285,-0.095,1.062
0.386,-0.143,1.154
0.375,-0.218,0.774
0.246,-0.138,0.154
0.034,0.075,-0.434
-0.116,0.272,-0.855
-0.173,0.375,-1.151
-0.178,0.390,-1.420
-0.139,0.443,-1.665
-0.145,0.574,-1.703
-0.171,0.611,-1.222
-0.104,0.459,-0.109
0.013,0.123,1.274
0.079,-0.311,2.277
0.043,-0.564,2.415
-0.061,-0.494,1.688
-0.177,-0.234,0.507
-0.238,-0.070,-0.601
-0.177,-0.079,-1.214
-0.093,-0.090,-1.216
-0.071,-0.075,-0.861
-0.050,-0.058,-0.491
-0.022,-0.039,-0.259
0.011,-0.073,-0.120
0.061,-0.189,0.047
0.128,-0.355,0.276
0.213,-0.487,0.486
0.264,-0.537,0.576
0.258,-0.518,0.484
0.211,-0.406,0.223
0.148,-0.209,-0.106
0.125,0.008,-0.408
0.152,0.214,-0.670
0.200,0.309,-0.894
0.199,0.341,-1.048
0.151,0.404,-0.959
0.147,0.417,-0.470
0.216,0.345,0.280
0.302,0.146,0.974
0.324,-0.123,1.364
0.179,-0.298,1.397
-0.125,-0.350,1.177
-0.414,-0.310,0.828
-0.588,-0.210,0.367
-0.618,-0.048,-0.221
-0.544,0.138,-0.808
-0.409,0.273,-1.161
-0.232,0.354,-1.193
-0.072,0.250,-0.999
0.146,-0.073,-0.624
0.332,-0.322,-0.086
0.356,-0.451,0.573
0.299,-0.627,1.285
0.206,-0.751,1.838
0.114,-0.669,1.998
0.036,-0.345,1.630
0.002,0.148,0.808
-0.004,0.577,-0.150
-0.004,0.804,-0.896
0.044,0.854,-1.202
0.097,0.738,-1.117
0.136,0.520,-0.927
0.120,0.264,-0.866
0.111,0.082,-0.924
0.193,0.035,-0.939
0.267,-0.003,-0.811
0.283,-0.051,-0.516
0.153,-0.068,-0.090
-0.117,-0.034,0.372
-0.389,0.098,0.810
-0.588,0.349,1.162
-0.648,0.664,1.309
-0.609,0.856,1.091
-0.539,0.916,0.442
-0.439,0.897,-0.465
-0.297,0.734,-1.280
-0.086,0.443,-1.686
0.190,0.017,-1.566
0.418,-0.444,-0.995
0.488,-0.741,-0.208
0.450,-0.846,0.502
0.332,-0.850,0.961
0.121,-0.777,1.089
-0.048,-0.613,0.927
-0.139,-0.382,0.584
-0.190,-0.073,0.204
-0.133,0.236,-0.057
0.009,0.416,-0.224
0.152,0.402,-0.359
0.255,0.214,-0.462
0.284,0.042,-0.509
0.218,-0.092,-0.435
0.129,-0.207,-0.261
0.096,-0.198,0.016
0.095,-0.107,0.405
0.092,0.022,0.781
0.053,0.167,1.005
-0.068,0.291,1.011
-0.205,0.402,0.832
-0.257,0.455,0.538
-0.259,0.449,0.143
-0.295,0.413,-0.264
-0.303,0.405,-0.532
-0.230,0.395,-0.643
-0.093,0.238,-0.633
0.186,0.005,-0.464
0.468,-0.234,-0.113
0.559,-0.505,0.304
0.505,-0.749,0.520
0.258,-0.873,0.404
-0.050,-0.784,0.134
-0.296,-0.577,-0.070
-0.494,-0.334,-0.064
-0.561,-0.051,0.150
-0.493,0.139,0.425
-0.278,0.237,0.675
-0.031,0.220,0.818
0.187,0.053,0.807
0.368,-0.119,0.601
0.421,-0.320,0.136
0.457,-0.443,-0.473
0.468,-0.371,-0.995
0.395,-0.229,-1.245
0.237,-0.108,-1.192
-0.016,-0.080,-0.986
-0.205,0.014,-0.749
-0.330,0.234,-0.565
-0.472,0.439,-0.450
-0.554,0.549,-0.300
-0.528,0.417,-0.040
-0.363,0.194,0.291
-0.110,0.070,0.520
0.096,-0.039,0.487
0.207,-0.098,0.269
0.206,-0.128,0.003
0.133,-0.168,-0.261
0.115,-0.159,-0.384
0.067,-0.090,-0.203
-0.079,0.021,0.263
-0.222,0.035,0.837
-0.315,-0.019,1.296
-0.340,0.006,1.431
-0.328,0.001,1.084
-0.269,-0.089,0.307
-0.137,-0.253,-0.507
0.046,-0.480,-0.948
0.335,-0.627,-0.907
0.632,-0.662,-0.561
0.780,-0.636,-0.129
0.779,-0.440,0.250
0.584,-0.075,0.402
0.291,0.217,0.248
0.054,0.365,-0.043
-0.189,0.453,-0.218
-0.434,0.528,-0.221
-0.602,0.522,-0.205
-0.607,0.373,-0.262
-0.451,0.188,-0.418
-0.270,0.025,-0.650
-0.091,-0.085,-0.863
0.079,-0.138,-0.994
0.193,-0.242,-1.022
0.298,-0.375,-0.888
0.350,-0.438,-0.502
0.290,-0.418,0.083
0.182,-0.361,0.645
0.015,-0.314,0.980
-0.173,-0.222,1.014
-0.365,-0.042,0.802
-0.542,0.132,0.538
-0.619,0.235,0.457
-0.658,0.210,0.605
-0.574,0.102,0.846
-0.318,-0.003,1.009
-0.030,-0.065,1.024
0.236,-0.051,0.993
0.421,-0.106,0.971
0.569,-0.239,0.959
0.625,-0.394,0.932
0.530,-0.518,0.856
0.373,-0.479,0.813
0.088,-0.325,0.762
-0.183,-0.056,0.510
-0.249,0.235,-0.043
-0.173,0.420,-0.800
-0.039,0.536,-1.462
0.015,0.388,-1.800
0.076,0.006,-1.723
0.162,-0.270,-1.254
0.139,-0.435,-0.651
0.162,-0.557,-0.207
0.198,-0.607,-0.091
0.132,-0.526,-0.336
0.090,-0.288,-0.798
0.030,0.062,-1.239
-0.112,0.489,-1.409
-0.170,0.831,-1.181
-0.142,1.040,-0.705
-0.098,1.134,-0.276
-0.022,1.020,-0.144
-0.011,0.795,-0.345
-0.046,0.542,-0.704
-0.055,0.195,-1.013
0.011,-0.255,-1.046
0.202,-0.632,-0.624
0.348,-0.703,0.103
0.395,-0.520,0.758
0.390,-0.230,1.094
0.228,0.109,1.146
0.004,0.415,1.075
-0.115,0.548,0.858
-0.164,0.455,0.329
-0.223,0.274,-0.549
-0.252,0.168,-1.515
-0.142,0.091,-2.093
0.126,-0.117,-1.906
0.469,-0.446,-0.870
0.734,-0.772,0.781
0.793,-0.952,2.525
0.661,-0.913,3.734
0.488,-0.723,3.962
0.401,-0.467,3.221
0.385,-0.122,2.003
0.290,0.323,0.895
0.122,0.696,0.238
0.003,0.751,-0.004
-0.090,0.461,-0.079
-0.225,0.072,-0.082
-0.441,-0.213,0.034
-0.678,-0.317,0.251
-0.829,-0.318,0.325
-0.725,-0.280,0.003
-0.319,-0.066,-0.606
0.024,0.284,-1.141
0.130,0.561,-1.180
0.069,0.642,-0.488
-0.130,0.496,0.683
-0.325,0.261,1.713
-0.554,0.092,1.896
-0.768,0.120,0.845
-0.801,0.416,-1.132
-0.678,0.742,-3.076
-0.326,0.938,-3.968
0.175,0.992,-3.428
0.616,0.696,-1.839
0.904,0.148,0.091
0.873,-0.250,1.720
0.516,-0.370,2.585
0.145,-0.396,2.535
-0.062,-0.392,1.884
-0.213,-0.287,1.067
-0.302,-0.057,0.198
-0.282,0.373,-0.767
-0.222,0.785,-1.801
-0.123,0.983,-2.854
0.002,1.039,-3.758
0.000,0.814,-4.196
-0.168,0.374,-3.889
-0.394,-0.026,-2.774
-0.600,-0.345,-1.187
-0.595,-0.523,0.343
-0.420,-0.432,1.268
-0.223,-0.151,1.259
0.070,0.093,0.574
0.305,0.291,-0.358
0.379,0.452,-1.177
0.280,0.453,-1.558
0.051,0.332,-1.238
-0.130,0.218,-0.034
-0.211,0.062,1.713
-0.081,-0.284,3.224
0.135,-0.672,3.835
0.163,-0.939,3.416
0.096,-1.171,2.386
0.111,-1.352,1.394
0.238,-1.566,1.062
0.430,-1.888,1.529
0.607,-2.000,2.386
0.587,-1.761,2.876
0.416,-1.329,2.407
0.363,-0.721,1.141
0.366,-0.076,-0.421
0.409,0.242,-1.873
0.483,0.138,-3.043
0.386,-0.220,-3.762
0.098,-0.633,-3.584
-0.248,-0.932,-2.161
-0.405,-1.007,0.368
-0.342,-0.930,3.139
-0.124,-0.818,5.079
0.096,-0.483,5.595
-0.041,0.226,4.743
-0.470,1.003,3.114
-0.834,1.484,1.380
-0.932,1.671,0.014
-0.820,1.696,-0.962
-0.617,1.679,-1.761
-0.415,1.654,-2.418
-0.292,1.497,-2.885
-0.145,1.132,-3.083
-0.067,0.668,-2.929
-0.068,0.373,-2.292
0.004,0.245,-1.263
0.141,0.207,-0.295
0.389,0.291,0.243
0.517,0.454,0.275
0.379,0.823,0.177
0.075,1.189,0.477
-0.282,1.186,1.422
-0.420,0.889,2.745
-0.352,0.464,3.533
-0.213,0.098,2.933
-0.103,-0.080,0.818
-0.039,-0.092,-2.106
0.108,-0.220,-4.786
0.283,-0.771,-6.500
0.385,-1.519,-6.742
0.233,-1.960,-5.231
-0.200,-1.898,-2.382
-0.608,-1.507,0.636
-0.752,-1.116,2.467
-0.556,-0.780,2.396
-0.328,-0.236,0.621
-0.345,0.477,-1.839
-0.382,1.000,-3.528
-0.202,1.055,-3.525
0.286,0.695,-2.101
0.933,0.094,-0.390
1.387,-0.498,0.694
1.411,-0.725,1.065
1.154,-0.758,1.080
1.020,-0.846,0.928
1.103,-1.004,0.461
1.246,-1.252,-0.536
1.224,-1.323,-2.187
0.823,-1.066,-4.173
0.108,-0.703,-5.575
-0.451,-0.432,-5.424
-0.574,-0.308,-3.381
-0.484,-0.453,-0.143
-0.278,-0.832,3.015
-0.059,-0.884,5.102
0.048,-0.557,5.830
0.172,-0.318,5.658
0.358,-0.114,5.274
0.432,0.057,4.943
0.174,0.144,4.588
-0.343,0.273,4.032
-0.921,0.512,3.094
-1.620,0.845,1.736
-2.296,1.027,0.212
-2.504,1.127,-1.023
-2.080,1.216,-1.757
-1.002,1.109,-2.073
0.483,0.802,-2.048
1.629,0.356,-1.683
2.063,-0.171,-0.950
1.908,-0.836,-0.017
1.342,-1.445,0.867
0.584,-1.658,1.659
-0.180,-1.312,2.430
-0.750,-0.284,2.902
-1.009,1.088,2.408
-0.957,2.219,0.703
-0.659,3.035,-1.403
-0.384,3.484,-2.434
-0.382,3.054,-1.486
-0.409,1.779,1.108
-0.241,0.373,3.998
-0.050,-0.529,5.512
0.113,-0.603,4.859
0.163,-0.036,2.565
0.067,0.787,-0.248
-0.018,1.469,-2.551
-0.128,1.809,-3.603
-0.213,2.004,-3.195
-0.256,2.238,-2.037
-0.469,2.373,-1.362
-0.669,2.110,-1.822
-0.603,1.713,-2.947
-0.491,1.457,-3.821
-0.337,1.138,-3.937
0.014,0.807,-3.463
0.414,0.581,-3.137
0.764,0.605,-3.472
0.914,0.906,-4.195
0.761,1.277,-4.563
0.387,1.434,-4.051
-0.070,1.207,-2.681
-0.342,0.973,-0.712
-0.398,0.997,1.170
-0.388,1.114,1.991
-0.381,0.843,1.463
-0.439,-0.029,0.301
-0.405,-0.904,-0.452
-0.182,-1.540,-0.343
0.239,-2.063,0.609
0.817,-2.230,2.255
1.194,-1.991,3.905
1.296,-1.532,4.571
1.225,-0.993,3.671
0.934,-0.572,1.392
0.501,-0.305,-1.307
0.048,-0.158,-3.395
-0.186,-0.077,-4.401
-0.160,-0.069,-4.481
0.016,-0.504,-4.204
0.242,-1.239,-3.927
0.139,-1.726,-3.300
-0.379,-2.041,-1.667
-0.738,-2.224,1.105
