7.979154586791992188e-03,5.360000000000000000e+02,2.340000000000000000e+02
8.876538276672363281e-02,5.680000000000000000e+02,2.310000000000000000e+02
1.206777095794677734e-01,5.930000000000000000e+02,2.190000000000000000e+02
1.586213111877441406e-01,6.200000000000000000e+02,2.020000000000000000e+02
2.044985294342041016e-01,6.250000000000000000e+02,1.980000000000000000e+02
2.513732910156250000e-01,6.260000000000000000e+02,1.990000000000000000e+02
2.972519397735595703e-01,6.250000000000000000e+02,2.000000000000000000e+02
3.351500034332275391e-01,6.200000000000000000e+02,2.060000000000000000e+02
3.750431537628173828e-01,5.880000000000000000e+02,2.210000000000000000e+02
4.209198951721191406e-01,5.610000000000000000e+02,2.320000000000000000e+02
4.677948951721191406e-01,5.300000000000000000e+02,2.400000000000000000e+02
5.126762390136718750e-01,4.910000000000000000e+02,2.430000000000000000e+02
5.595493316650390625e-01,4.500000000000000000e+02,2.480000000000000000e+02
6.074242591857910156e-01,3.720000000000000000e+02,2.510000000000000000e+02
6.542956829071044922e-01,3.280000000000000000e+02,2.480000000000000000e+02
6.901993751525878906e-01,2.850000000000000000e+02,2.450000000000000000e+02
7.261042594909667969e-01,2.460000000000000000e+02,2.400000000000000000e+02
7.620074748992919922e-01,2.100000000000000000e+02,2.330000000000000000e+02
7.979125976562500000e-01,1.500000000000000000e+02,2.170000000000000000e+02
8.328180313110351562e-01,1.280000000000000000e+02,2.090000000000000000e+02
8.697195053100585938e-01,1.100000000000000000e+02,2.040000000000000000e+02
9.056253433227539062e-01,9.800000000000000000e+01,2.000000000000000000e+02
9.425256252288818359e-01,9.100000000000000000e+01,1.980000000000000000e+02
9.784293174743652344e-01,9.500000000000000000e+01,1.980000000000000000e+02
1.014515638351440430e+00,1.050000000000000000e+02,2.020000000000000000e+02
1.051417350769042969e+00,1.210000000000000000e+02,2.070000000000000000e+02
1.086323022842407227e+00,1.420000000000000000e+02,2.130000000000000000e+02
1.120491504669189453e+00,1.680000000000000000e+02,2.190000000000000000e+02
1.158390522003173828e+00,2.320000000000000000e+02,2.310000000000000000e+02
1.196288585662841797e+00,2.690000000000000000e+02,2.360000000000000000e+02
1.229425191879272461e+00,3.090000000000000000e+02,2.400000000000000000e+02
1.262337207794189453e+00,3.500000000000000000e+02,2.410000000000000000e+02
1.297244071960449219e+00,3.870000000000000000e+02,2.410000000000000000e+02
1.333148479461669922e+00,4.640000000000000000e+02,2.360000000000000000e+02
1.370049715042114258e+00,4.980000000000000000e+02,2.320000000000000000e+02
1.409942865371704102e+00,5.310000000000000000e+02,2.300000000000000000e+02
1.450833797454833984e+00,5.590000000000000000e+02,2.240000000000000000e+02
1.490727186203002930e+00,5.820000000000000000e+02,2.170000000000000000e+02
1.531616687774658203e+00,6.100000000000000000e+02,2.060000000000000000e+02
1.569517850875854492e+00,6.130000000000000000e+02,2.030000000000000000e+02
1.612402439117431641e+00,6.120000000000000000e+02,2.040000000000000000e+02
1.650301456451416016e+00,6.070000000000000000e+02,2.080000000000000000e+02
1.691192388534545898e+00,5.940000000000000000e+02,2.130000000000000000e+02
1.731085300445556641e+00,5.770000000000000000e+02,2.230000000000000000e+02
1.769981861114501953e+00,5.150000000000000000e+02,2.440000000000000000e+02
1.810870885848999023e+00,4.770000000000000000e+02,2.490000000000000000e+02
1.849768161773681641e+00,4.360000000000000000e+02,2.520000000000000000e+02
1.891655445098876953e+00,3.910000000000000000e+02,2.560000000000000000e+02
1.931547403335571289e+00,3.520000000000000000e+02,2.570000000000000000e+02
1.966454505920410156e+00,2.620000000000000000e+02,2.500000000000000000e+02
1.999366283416748047e+00,2.210000000000000000e+02,2.430000000000000000e+02
2.034684658050537109e+00,1.830000000000000000e+02,2.350000000000000000e+02
2.073580980300903320e+00,1.480000000000000000e+02,2.260000000000000000e+02
2.114471435546875000e+00,1.170000000000000000e+02,2.170000000000000000e+02
2.152371644973754883e+00,7.200000000000000000e+01,2.020000000000000000e+02
2.191394567489624023e+00,5.700000000000000000e+01,1.960000000000000000e+02
2.233400106430053711e+00,5.000000000000000000e+01,1.920000000000000000e+02
2.270352125167846680e+00,4.800000000000000000e+01,1.900000000000000000e+02
2.302563190460205078e+00,5.100000000000000000e+01,1.900000000000000000e+02
2.334477663040161133e+00,7.600000000000000000e+01,1.990000000000000000e+02
2.368387699127197266e+00,9.800000000000000000e+01,2.060000000000000000e+02
2.407283544540405273e+00,1.250000000000000000e+02,2.150000000000000000e+02
2.447177648544311523e+00,1.580000000000000000e+02,2.240000000000000000e+02
2.486074447631835938e+00,1.960000000000000000e+02,2.320000000000000000e+02
2.526964187622070312e+00,2.810000000000000000e+02,2.440000000000000000e+02
2.566858530044555664e+00,3.280000000000000000e+02,2.470000000000000000e+02
2.607748746871948242e+00,3.740000000000000000e+02,2.470000000000000000e+02
2.647642374038696289e+00,4.130000000000000000e+02,2.460000000000000000e+02
2.688531637191772461e+00,4.610000000000000000e+02,2.420000000000000000e+02
2.730419635772705078e+00,5.450000000000000000e+02,2.370000000000000000e+02
2.768319368362426758e+00,5.800000000000000000e+02,2.320000000000000000e+02
2.809209585189819336e+00,6.090000000000000000e+02,2.240000000000000000e+02
2.847108840942382812e+00,6.220000000000000000e+02,2.080000000000000000e+02
2.888996839523315430e+00,6.290000000000000000e+02,2.020000000000000000e+02
2.926893949508666992e+00,6.320000000000000000e+02,1.950000000000000000e+02
2.974766254425048828e+00,6.310000000000000000e+02,2.010000000000000000e+02
3.021642208099365234e+00,6.280000000000000000e+02,2.090000000000000000e+02
3.066521883010864258e+00,6.220000000000000000e+02,2.190000000000000000e+02
3.111403942108154297e+00,6.010000000000000000e+02,2.330000000000000000e+02
3.157279729843139648e+00,5.360000000000000000e+02,2.530000000000000000e+02
3.201209306716918945e+00,4.930000000000000000e+02,2.570000000000000000e+02
3.245174169540405273e+00,4.500000000000000000e+02,2.610000000000000000e+02
3.290055513381958008e+00,4.040000000000000000e+02,2.650000000000000000e+02
3.324959754943847656e+00,3.660000000000000000e+02,2.660000000000000000e+02
3.368850946426391602e+00,2.780000000000000000e+02,2.600000000000000000e+02
3.412726402282714844e+00,2.390000000000000000e+02,2.550000000000000000e+02
3.457607269287109375e+00,2.030000000000000000e+02,2.480000000000000000e+02
3.504481554031372070e+00,1.700000000000000000e+02,2.400000000000000000e+02
3.548427343368530273e+00,1.420000000000000000e+02,2.320000000000000000e+02
3.593307256698608398e+00,1.190000000000000000e+02,2.240000000000000000e+02
3.638187170028686523e+00,8.900000000000000000e+01,2.100000000000000000e+02
3.683068037033081055e+00,8.200000000000000000e+01,2.060000000000000000e+02
3.729942083358764648e+00,8.000000000000000000e+01,2.030000000000000000e+02
3.773823499679565430e+00,8.200000000000000000e+01,2.050000000000000000e+02
3.820698738098144531e+00,9.000000000000000000e+01,2.080000000000000000e+02
3.868624925613403320e+00,1.240000000000000000e+02,2.210000000000000000e+02
3.906520843505859375e+00,1.490000000000000000e+02,2.290000000000000000e+02
3.955390930175781250e+00,1.790000000000000000e+02,2.380000000000000000e+02
3.995283365249633789e+00,2.130000000000000000e+02,2.460000000000000000e+02
4.029192447662353516e+00,2.510000000000000000e+02,2.530000000000000000e+02
4.065263986587524414e+00,3.380000000000000000e+02,2.640000000000000000e+02
4.104344606399536133e+00,3.790000000000000000e+02,2.670000000000000000e+02
4.150223970413208008e+00,4.190000000000000000e+02,2.660000000000000000e+02
4.195104360580444336e+00,4.640000000000000000e+02,2.630000000000000000e+02
4.240119457244873047e+00,5.060000000000000000e+02,2.600000000000000000e+02
4.286100149154663086e+00,5.740000000000000000e+02,2.450000000000000000e+02
4.322999477386474609e+00,5.990000000000000000e+02,2.350000000000000000e+02
4.357905864715576172e+00,6.180000000000000000e+02,2.230000000000000000e+02
4.391814947128295898e+00,6.240000000000000000e+02,2.180000000000000000e+02
4.425724506378173828e+00,6.270000000000000000e+02,2.150000000000000000e+02
4.457638740539550781e+00,6.250000000000000000e+02,2.170000000000000000e+02
4.492546319961547852e+00,6.200000000000000000e+02,2.220000000000000000e+02
4.530445814132690430e+00,6.080000000000000000e+02,2.320000000000000000e+02
4.569458723068237305e+00,5.830000000000000000e+02,2.440000000000000000e+02
4.612466096878051758e+00,5.540000000000000000e+02,2.520000000000000000e+02
4.653355598449707031e+00,4.800000000000000000e+02,2.620000000000000000e+02
4.693250417709350586e+00,4.380000000000000000e+02,2.660000000000000000e+02
4.733144044876098633e+00,3.980000000000000000e+02,2.670000000000000000e+02
4.772266387939453125e+00,3.600000000000000000e+02,2.650000000000000000e+02
4.812158584594726562e+00,3.190000000000000000e+02,2.610000000000000000e+02
4.850058078765869141e+00,2.440000000000000000e+02,2.520000000000000000e+02
4.890190362930297852e+00,2.110000000000000000e+02,2.450000000000000000e+02
4.930081129074096680e+00,1.830000000000000000e+02,2.370000000000000000e+02
4.971969366073608398e+00,1.590000000000000000e+02,2.280000000000000000e+02
