9384.889297144086,5975.2379775117015,0.0,0,0,0,0,0,0,-337.91792764774425,0.0,-145642.62681617777,-9046.971369496341,-5975.2379775117015,0.0,0,0,0,0,0,0
5975.2379775117015,56405.85213771378,0.0,0,0,0,0,0,0,0.0,-52459.39675174014,0.0,-5975.2379775117015,-3946.455385973638,0.0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,0,9055.183091716699,-5975.2379775117015,0.0,0,0,0,0,0,0,-9046.971369496341,5975.2379775117015,0.0,-8.211722220357379,0.0,-12219.04266389178,0,0,0
0,0,0,-5975.2379775117015,19141.34785909192,0.0,0,0,0,0,0,0,5975.2379775117015,-3946.455385973638,0.0,0.0,-15194.89247311828,0.0,0,0,0
0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,0,0,0,0,0,41667.80820494131,14870.277605265683,-110681.09979591097,-41667.80820494131,-14870.277605265683,-110681.09979591097,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,14870.27760526568,6380.733678554569,303066.70244545577,-14870.27760526568,-6380.733678554569,303066.70244545577,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-110681.09979591097,303066.70244545577,146096834.94176537,110681.09979591097,-303066.70244545577,73048417.47088268,0,0,0,0,0,0,0,0,0
-337.91792764774425,0.0,0.0,0,0,0,-41667.80820494131,-14870.277605265683,110681.09979591097,60302.25249564375,21494.208170113565,235014.35684521365,-18296.52636305469,-6623.930564847883,-21309.369766875072,0,0,0,0,0,0
0.0,-52459.39675174014,0.0,0,0,0,-14870.27760526568,-6380.733678554569,-303066.70244545577,21494.208170113565,61329.54976359877,-244465.9355865493,-6623.930564847884,-2489.4193333040603,58600.76685890645,0,0,0,0,0,0
-145642.62681617777,0.0,0.0,0,0,0,-110681.09979591097,303066.70244545577,73048417.47088268,235014.35684521365,-244465.9355865493,273095247.57689947,21309.369766875072,-58600.76685890645,32113220.238680735,0,0,0,0,0,0
-9046.971369496341,-5975.2379775117015,0.0,-9046.971369496341,5975.2379775117015,0.0,0,0,0,-18296.52636305469,-6623.930564847883,21309.369766875072,54674.88119715614,13256.012442733434,-26.186044484184094,-18284.412095108764,-6632.08187788555,-21335.555811359256,0,0,0
-5975.2379775117015,-3946.455385973638,0.0,5975.2379775117015,-3946.455385973638,0.0,0,0,0,-6623.930564847884,-2489.4193333040603,-58600.76685890645,13256.012442733434,12879.227519242022,-38.90100239673484,-6632.08187788555,-2496.897413990686,58561.865856509714,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-21309.369766875072,58600.76685890645,32113220.238680735,-26.186044484184094,-38.90100239673484,128438665.97593558,21335.555811359256,-58561.865856509714,32106112.74928705,0,0,0
0,0,0,-8.211722220357379,0.0,0.0,0,0,0,0,0,0,-18284.412095108764,-6632.08187788555,21335.555811359256,59979.5421832502,21423.214213834974,-76361.15063575344,-41686.91836592108,-14791.132335949424,-109915.74911100446
0,0,0,0.0,-15194.89247311828,0.0,0,0,0,0,0,0,-6632.08187788555,-2496.897413990686,-58561.865856509714,21423.214213834974,24009.51582077421,244180.21897940343,-14791.132335949424,-6317.725933665247,302742.08483591315
0,0,0,-12219.04266389178,0.0,0.0,0,0,0,0,0,0,-21335.555811359256,58561.865856509714,32106112.74928705,-76361.15063575344,244180.21897940343,228362591.65171278,109915.74911100446,-302742.08483591315,72984215.33463386
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41686.91836592108,-14791.132335949424,109915.74911100446,41686.91836592108,14791.132335949424,109915.74911100446
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14791.132335949424,-6317.725933665247,-302742.08483591315,14791.132335949424,6317.725933665247,-302742.08483591315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-109915.74911100446,302742.08483591315,72984215.33463386,109915.74911100446,-302742.08483591315,145968430.6692677
