52459.39675174014,0,0,-52459.39675174014,0,0
0,337.91792764774425,0,0,-337.91792764774425,145642.62681617777
0,0,0,0,0,0
-52459.39675174014,0,0,52459.39675174014,0,0
0,-337.91792764774425,0,0,337.91792764774425,-145642.62681617777
0,145642.62681617777,0,0,-145642.62681617777,62771972.15777262
15194.89247311828,0,0,-15194.89247311828,0,0
0,8.211722220357379,0,0,-8.211722220357379,12219.04266389178
0,0,0,0,0,0
-15194.89247311828,0,0,15194.89247311828,0,0
0,-8.211722220357379,0,0,8.211722220357379,-12219.04266389178
0,12219.04266389178,0,0,-12219.04266389178,18181935.48387097
12992.786097051661,0,0,-12992.786097051661,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-12992.786097051661,0,0,12992.786097051661,0,0
0,0,0,0,0,0
0,0,0,0,0,0
12992.779245128437,0,0,-12992.779245128437,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-12992.779245128437,0,0,12992.779245128437,0,0
0,0,0,0,0,0
0,0,0,0,0,0
46323.526467382755,0,0,-46323.526467382755,0,0
0,946.7656702711064,321900.3483525683,0,-946.7656702711064,321900.3483525683
0,321900.3483525683,145928167.1952093,0,-321900.3483525683,72964083.59760465
-46323.526467382755,0,0,46323.526467382755,0,0
0,-946.7656702711064,-321900.3483525683,0,946.7656702711064,-321900.3483525683
0,321900.3483525683,72964083.59760465,0,-321900.3483525683,145928167.1952093
20388.353885806064,0,0,-20388.353885806064,0,0
0,80.72055718315801,62356.617054789516,0,-80.72055718315801,62356.617054789516
0,62356.617054789516,64227301.79616011,0,-62356.617054789516,32113650.898080055
-20388.353885806064,0,0,20388.353885806064,0,0
0,-80.72055718315801,-62356.617054789516,0,80.72055718315801,-62356.617054789516
0,62356.617054789516,32113650.898080055,0,-62356.617054789516,64227301.79616011
20387.62434945825,0,0,-20387.62434945825,0,0
0,80.71189246107927,62352.15464403915,0,-80.71189246107927,62352.15464403915
0,62352.15464403915,64225003.6139996,0,-62352.15464403915,32112501.8069998
-20387.62434945825,0,0,20387.62434945825,0,0
0,-80.71189246107927,-62352.15464403915,0,80.71189246107927,-62352.15464403915
0,62352.15464403915,32112501.8069998,0,-62352.15464403915,64225003.6139996
46323.521219144146,0,0,-46323.521219144146,0,0
0,946.7653484787932,321900.27541296853,0,-946.7653484787932,321900.27541296853
0,321900.27541296853,145928150.66223136,0,-321900.27541296853,72964075.33111568
-46323.521219144146,0,0,46323.521219144146,0,0
0,-946.7653484787932,-321900.27541296853,0,946.7653484787932,-321900.27541296853
0,321900.27541296853,72964075.33111568,0,-321900.27541296853,145928150.66223136
