0.0,1.0,0,0,0,0
-1.0,0.0,0,0,0,0
0,0,1,0,0,0
0,0,0,0.0,1.0,0
0,0,0,-1.0,0.0,0
0,0,0,0,0,1
0.0,1.0,0,0,0,0
-1.0,0.0,0,0,0,0
0,0,1,0,0,0
0,0,0,0.0,1.0,0
0,0,0,-1.0,0.0,0
0,0,0,0,0,1
0.8344297058355776,0.5511143856035254,0,0,0,0
-0.5511143856035254,0.8344297058355776,0,0,0,0
0,0,1,0,0,0
0,0,0,0.8344297058355776,0.5511143856035254,0
0,0,0,-0.5511143856035254,0.8344297058355776,0
0,0,0,0,0,1
-0.8344297058355776,0.5511143856035254,0,0,0,0
-0.5511143856035254,-0.8344297058355776,0,0,0,0
0,0,1,0,0,0
0,0,0,-0.8344297058355776,0.5511143856035254,0
0,0,0,-0.5511143856035254,-0.8344297058355776,0
0,0,0,0,0,1
0.9393196722969509,0.34304307781377674,0,0,0,0
-0.34304307781377674,0.9393196722969509,0,0,0,0
0,0,1,0,0,0
0,0,0,0.9393196722969509,0.34304307781377674,0
0,0,0,-0.34304307781377674,0.9393196722969509,0
0,0,0,0,0,1
0.939793423488437,0.3417430630867044,0,0,0,0
-0.3417430630867044,0.939793423488437,0,0,0,0
0,0,1,0,0,0
0,0,0,0.939793423488437,0.3417430630867044,0
0,0,0,-0.3417430630867044,0.939793423488437,0
0,0,0,0,0,1
0.939585422803982,0.34231452387280065,0,0,0,0
-0.34231452387280065,0.939585422803982,0,0,0,0
0,0,1,0,0,0
0,0,0,0.939585422803982,0.34231452387280065,0
0,0,0,-0.34231452387280065,0.939585422803982,0
0,0,0,0,0,1
0.9399650996487602,0.341270583910035,0,0,0,0
-0.341270583910035,0.9399650996487602,0,0,0,0
0,0,1,0,0,0
0,0,0,0.9399650996487602,0.341270583910035,0
0,0,0,-0.341270583910035,0.9399650996487602,0
0,0,0,0,0,1
