発生・復旧日時,停電地域,停電地域,停電地域,原因,発生軒数
発生・復旧日時,原因,発生軒数,都道府県,市区町村,地区
6月11日 16:11～6月11日 16:12,滋賀県,東近江市,今町、小川町、垣見町、躰光寺町、,弊社設備への樹木や鳥獣等の接触,約-軒
6月11日 14:32～6月11日 15:13,大阪府,大阪市　都島区,毛馬町３丁目、毛馬町４丁目、,お客さま設備の不具合による影響,約140軒
6月11日 13:42～6月11日 13:44,福井県,大飯郡　高浜町,上瀬、小黒飯、鎌倉、,弊社設備の不具合,約680軒
6月11日 13:42～6月11日 13:44,弊社設備の不具合,約680軒,京都府,舞鶴市,字笹部
6月11日 11:57～6月11日 11:59,大阪府,豊能郡　豊能町,川尻、野間口,調査の結果、原因不明,約-軒
6月11日 11:57～6月11日 11:59,大阪府,調査の結果、原因不明,約-軒,豊能郡　能勢町,柏原、上田尻、倉垣、栗栖、
