,time,f,f2
0,0.0,-0.01,-1.1469323861918947
1,0.01,-0.018000000000000002,-1.0195659239106127
2,0.02,-0.02,-0.6663985761909461
3,0.03,-0.015,-0.16143071494009364
4,0.04,-0.011000000000000001,0.3870240850914953
5,0.05,-0.01,0.8597143480795151
6,0.06,-0.015,1.1524638336746393
7,0.07,-0.013000000000000001,1.1991286034830493
8,0.08,-0.006999999999999999,0.986436479216305
9,0.09,-0.001,0.5573968179931543
10,0.1,0.003,0.002454480832688955
11,0.11,0.001,-0.55975964671296
12,0.12,0.001,-1.0079457781340955
13,0.13,0.001,-1.2443975812946464
14,0.14,-0.006,-1.2163031593203442
15,0.15,-0.011000000000000001,-0.9274384849505316
16,0.16,-0.002,-0.4376818979309598
17,0.17,-0.005,0.14958460618793026
18,0.18,-0.005,0.7094965452751316
19,0.19,0.0,1.122417900243427
20,0.2,-0.008,1.2995932214926296
21,0.21,-0.002,1.2022209081250057
22,0.22,-0.002,0.8498484739183867
23,0.23,-0.003,0.3162927207829003
24,0.24,0.003,-0.2860292819928106
25,0.25,-0.005,-0.8299890422520596
26,0.26,-0.002,-1.2007360316046394
27,0.27,0.008,-1.3200244673417838
28,0.28,0.004,-1.1627081559237271
29,0.29,0.004,-0.7619298954442429
30,0.3,0.016,-0.20195843114933745
31,0.31,0.03,0.39974175353751706
32,0.32,0.023,0.9173484581894253
33,0.33,0.002,1.243134046909595
34,0.34,-0.002,1.3099411051135832
35,0.35000000000000003,-0.006999999999999999,1.104981145042551
36,0.36,-0.009000000000000001,0.6721318189413538
37,0.37,-0.004,0.10235948569848197
38,0.38,-0.013000000000000001,-0.48560532772208487
39,0.39,-0.025,-0.9701912022076034
40,0.4,-0.028999999999999998,-1.2522380685824053
41,0.41000000000000003,-0.017,-1.2753093897324779
42,0.42,-0.016,-1.0369002852224507
43,0.43,-0.022000000000000002,-0.58833661778109
44,0.44,-0.013999999999999999,-0.02354762476833683
45,0.45,0.003,0.5407966123111155
46,0.46,0.024,0.9895425518821853
47,0.47000000000000003,0.016,1.232629581649265
48,0.48,0.01,1.2231428137012736
49,0.49,0.015,0.9662306227217161
50,0.5,0.004,0.5172266703764964
51,0.51,0.006,-0.03043232018556108
52,0.52,0.006999999999999999,-0.5648223685658791
53,0.53,-0.002,-0.9785281799657859
54,0.54,-0.006999999999999999,-1.1902696827391352
55,0.55,-0.015,-1.1607994605413139
56,0.56,-0.016,-0.8999807892790601
57,0.5700000000000001,-0.013999999999999999,-0.4638210980267857
58,0.58,-0.018000000000000002,0.05770090168336517
59,0.59,-0.013999999999999999,0.5593400704719149
60,0.6,-0.006999999999999999,0.941904309349907
61,0.61,-0.016,1.1318545097455166
62,0.62,-0.019,1.0953180898261639
63,0.63,-0.019,0.8438773678265774
64,0.64,-0.021,0.4312108625653779
65,0.65,-0.017,-0.058489448190262694
66,0.66,-0.022000000000000002,-0.5278016339463107
67,0.67,-0.013000000000000001,-0.8854888298793647
68,0.68,-0.003,-1.0641717753965694
69,0.6900000000000001,-0.009000000000000001,-1.032853609434975
70,0.7000000000000001,-0.002,-0.8020116928326162
71,0.71,0.001,-0.4204971238184587
72,0.72,0.003,0.034900244414256654
73,0.73,0.009000000000000001,0.4749737564112728
74,0.74,0.002,0.8155591811676071
75,0.75,0.002,0.9935206260978378
76,0.76,0.005,0.9782557497328109
77,0.77,-0.002,0.7766743227146876
78,0.78,-0.006,0.43091635623486374
79,0.79,-0.008,0.009474747926584426
80,0.8,-0.008,-0.4063949412553729
81,0.81,0.006999999999999999,-0.7382787535854343
82,0.8200000000000001,0.016,-0.925243464872228
83,0.8300000000000001,0.012,-0.9348150698310963
84,0.84,0.008,-0.7683714727393555
85,0.85,0.01,-0.46011856859546896
86,0.86,0.019,-0.07002357229060396
87,0.87,0.008,0.3278286371821764
88,0.88,-0.003,0.6592032979835192
89,0.89,-0.001,0.8634011371702417
90,0.9,0.001,0.9041804768323568
91,0.91,0.006999999999999999,0.7759998816136214
92,0.92,0.009000000000000001,0.5045535311121074
93,0.93,0.013000000000000001,0.14161687245701685
94,0.9400000000000001,-0.001,-0.24476493313733405
95,0.9500000000000001,-0.013000000000000001,-0.5829042790552382
96,0.96,-0.005,-0.8106043963961237
97,0.97,-0.01,-0.8864345452238743
98,0.98,-0.022000000000000002,-0.797143565833423
99,0.99,-0.02,-0.5599148016280333
100,1.0,-0.013999999999999999,-0.21909177732510846
101,1.01,-0.01,0.162011509526371
102,1.02,-0.004,0.5127294697638942
103,1.03,0.003,0.7679971238686228
104,1.04,0.008,0.8802988803505112
105,1.05,0.003,0.8284485729932777
106,1.06,-0.004,0.6215923244133275
107,1.07,-0.006999999999999999,0.2976743497216354
108,1.08,-0.012,-0.08340003419008113
109,1.09,-0.013999999999999999,-0.45070455849012125
110,1.1,-0.02,-0.735372246639797
111,1.11,-0.022000000000000002,-0.8834326762589861
112,1.12,-0.017,-0.8660302525412132
113,1.1300000000000001,-0.023,-0.685090500877831
114,1.1400000000000001,-0.027000000000000003,-0.3733100781267664
115,1.1500000000000001,-0.03,0.011618970618243019
116,1.16,-0.023,0.3975650206522035
117,1.17,-0.005,0.7113909429439704
118,1.18,0.009000000000000001,0.8927838172451094
119,1.19,0.012,0.9058710736275679
120,1.2,0.01,0.7463784425833313
121,1.21,0.01,0.442885501702039
122,1.22,0.006999999999999999,0.05183029435055042
123,1.23,0.008,-0.35289637662915707
124,1.24,0.005,-0.6938701203088957
125,1.25,-0.002,-0.9049529999124055
126,1.26,-0.001,-0.9441744429979622
127,1.27,0.0,-0.8021509016299215
128,1.28,0.003,-0.504337274106804
129,1.29,0.0,-0.10656854224762392
130,1.3,0.0,0.3153539742326648
131,1.31,0.002,0.6801021853507233
132,1.32,0.003,0.9165364773236374
133,1.33,0.002,0.9776498042778711
134,1.34,-0.005,0.8499904292842304
135,1.35,-0.005,0.5566563121695545
136,1.36,0.002,0.1531875071538078
137,1.37,0.005,-0.2829307082613215
138,1.3800000000000001,0.003,-0.6671741127401897
139,1.3900000000000001,0.004,-0.9244208542113168
140,1.4000000000000001,0.008,-1.0037149587688012
141,1.41,0.008,-0.888432177170838
142,1.42,-0.003,-0.5998031444421534
143,1.43,-0.009000000000000001,-0.19303894945294545
144,1.44,-0.005,0.2532421646771126
145,1.45,0.001,0.6522586814396815
146,1.46,0.002,0.9260124646963495
147,1.47,-0.003,1.0206116221151267
148,1.48,0.002,0.9169413701623476
149,1.49,0.0,0.634555723963812
150,1.5,-0.01,0.22799118486640604
151,1.51,-0.011000000000000001,-0.22380267569625947
152,1.52,-0.008,-0.6328582105990672
153,1.53,-0.002,-0.9193929026534122
154,1.54,0.004,-1.0274386417292352
155,1.55,-0.002,-0.9358192846595421
156,1.56,-0.015,-0.6623128791459081
157,1.57,-0.012,-0.26017793222661734
158,1.58,-0.006999999999999999,0.19227158979552694
159,1.59,-0.013999999999999999,0.6069889534160029
160,1.6,-0.016,0.9034001794749519
161,1.61,-0.018000000000000002,1.0241134064897386
162,1.62,-0.011000000000000001,0.9460564954822511
163,1.6300000000000001,0.002,0.6848757567724962
164,1.6400000000000001,0.006,0.29176011342699404
165,1.6500000000000001,0.006,-0.1566555662078688
166,1.6600000000000001,0.002,-0.5733014599388917
167,1.67,0.006999999999999999,-0.8776410681785501
168,1.68,0.006999999999999999,-1.0112756040531155
169,1.69,-0.017,-0.9491525665075415
170,1.7,-0.025,-0.7042268508267746
171,1.71,-0.023,-0.3247160937554101
172,1.72,-0.021,0.11545891826331944
173,1.73,-0.011000000000000001,0.5311379955981996
174,1.74,-0.013000000000000001,0.8424441935471914
175,1.75,-0.006999999999999999,0.9901488508385641
176,1.76,0.003,0.9469199023501526
177,1.77,0.001,0.7223224027794939
178,1.78,-0.002,0.36067069790300765
179,1.79,-0.001,-0.06777925760669934
180,1.8,0.0,-0.4805321823295137
181,1.81,0.006999999999999999,-0.7987654705815289
182,1.82,0.015,-0.9623753584501142
183,1.83,0.009000000000000001,-0.9412869274373772
184,1.84,0.009000000000000001,-0.7409099304555324
185,1.85,0.017,-0.4007688456031353
186,1.86,0.013999999999999999,0.013349582796420291
187,1.87,-0.005,0.42215846076677327
188,1.8800000000000001,-0.013000000000000001,0.7480579955640821
189,1.8900000000000001,-0.005,0.9298373775338633
190,1.9000000000000001,-0.009000000000000001,0.934112858514673
191,1.9100000000000001,-0.013999999999999999,0.7613790212377372
192,1.92,-0.006999999999999999,0.4455961782931537
193,1.93,0.005,0.04746949533818379
194,1.94,0.009000000000000001,-0.3572400881207738
195,1.95,0.006999999999999999,-0.692118030609135
196,1.96,0.002,-0.8944773376767993
197,1.97,-0.013999999999999999,-0.9270236635062556
198,1.98,-0.013999999999999999,-0.784650658406135
199,1.99,-0.006999999999999999,-0.4951466320802776
200,2.0,-0.003,-0.11374222309958693
201,2.0100000000000002,-0.004,0.2874246833090135
202,2.02,-0.004,0.6329178799430975
203,2.0300000000000002,0.013000000000000001,0.8581269012178023
204,2.04,0.018000000000000002,0.9212766774229586
205,2.05,0.001,0.8111082862005001
206,2.06,-0.013999999999999999,0.5488353249792013
207,2.07,-0.02,0.18404886129121548
208,2.08,-0.021,-0.21463632942466404
209,2.09,-0.022000000000000002,-0.5724357008684731
210,2.1,-0.013000000000000001,-0.8223538609498622
211,2.11,0.002,-0.9176598195167226
212,2.12,0.005,-0.8405723546907359
213,2.13,0.005,-0.6055539757851666
214,2.14,0.006999999999999999,-0.25660885487220186
215,2.15,-0.001,0.14091336041109637
216,2.16,-0.006999999999999999,0.5124918788341803
217,2.17,-0.006999999999999999,0.788334964719566
218,2.18,-0.013000000000000001,0.916430225336907
219,2.19,-0.013000000000000001,0.8723188521639309
220,2.2,-0.006999999999999999,0.6637649268694273
221,2.21,-0.001,0.3294284642881276
222,2.22,0.003,-0.06824141171913567
223,2.23,0.001,-0.4546015274429687
224,2.24,-0.004,-0.7567621348759188
225,2.25,-0.004,-0.917296012249958
226,2.2600000000000002,0.001,-0.9051409200947957
227,2.27,-0.006999999999999999,-0.7216283577260976
228,2.2800000000000002,-0.021,-0.4004640412230236
229,2.29,-0.024,-0.0016079218013347332
230,2.3000000000000003,-0.017,0.399852721302576
231,2.31,-0.015,0.7277887982875058
232,2.32,-0.023,0.9194434310414001
233,2.33,-0.016,0.9374507235939827
234,2.34,0.003,0.7771552887716645
235,2.35,0.016,0.4677905271073306
236,2.36,0.016,0.06722166032513233
237,2.37,0.006999999999999999,-0.34881984143493844
238,2.38,0.002,-0.7010217349052206
239,2.39,0.002,-0.9216094894731557
240,2.4,0.01,-0.967416170148037
241,2.41,0.009000000000000001,-0.8283765637015925
242,2.42,0.002,-0.5297630983034018
243,2.43,0.006,-0.12766163742905867
244,2.44,0.013000000000000001,0.3015204643728111
245,2.45,0.008,0.6755616440266803
246,2.46,-0.002,0.9221971173886236
247,2.47,-0.001,0.9931239255793561
248,2.48,0.008,0.8735154816960291
249,2.49,0.015,0.5851586393755939
250,2.5,0.015,0.18254112006278933
251,2.5100000000000002,0.011000000000000001,-0.2574221802091934
252,2.52,0.0,-0.650092353327112
253,2.5300000000000002,-0.003,-0.9194261762861304
254,2.54,-0.002,-1.012756812324068
255,2.5500000000000003,-0.01,-0.9111496318632543
256,2.56,-0.023,-0.6332834294189945
257,2.57,-0.025,-0.23205233056124985
258,2.58,-0.019,0.21550238609526273
259,2.59,-0.021,0.6230143469418739
260,2.6,-0.017,0.9115094607963066
261,2.61,-0.001,1.024770636613952
262,2.62,0.006999999999999999,0.9403463521752365
263,2.63,0.008,0.6740345579449438
264,2.64,-0.005,0.2769385539010139
265,2.65,-0.017,-0.1743595365459547
266,2.66,-0.017,-0.5926134334170278
267,2.67,-0.022000000000000002,-0.8968388773412893
268,2.68,-0.03,-1.0280534285551997
269,2.69,-0.026000000000000002,-0.9607566452910103
270,2.7,-0.013999999999999999,-0.7079054523789188
271,2.71,0.003,-0.3184092102609474
272,2.72,0.015,0.13236890081074115
273,2.73,0.013000000000000001,0.5572505231116259
274,2.74,0.008,0.874163926739918
275,2.75,0.012,1.0220496213387067
276,2.7600000000000002,0.005,0.9726547171407129
277,2.77,-0.006999999999999999,0.7359305307626053
278,2.7800000000000002,-0.008,0.3580021272677938
279,2.79,-0.006999999999999999,-0.08787020877577456
280,2.8000000000000003,-0.005,-0.5155544037061355
281,2.81,0.0,-0.8427431735041413
282,2.82,-0.004,-1.0068333149811601
283,2.83,-0.013999999999999999,-0.9769146675016329
284,2.84,-0.019,-0.7595700955641373
285,2.85,0.0,-0.3974036268478201
286,2.86,0.006999999999999999,0.03936947455068829
287,2.87,-0.003,0.4665968855975571
288,2.88,0.0,0.8024501256171884
289,2.89,-0.002,0.9831186630408362
290,2.9,-0.002,0.9749220197734227
291,2.91,0.002,0.7805435402108365
292,2.92,-0.009000000000000001,0.4382430972473843
293,2.93,-0.006999999999999999,0.014266355042034553
294,2.94,0.001,-0.41002941160128126
295,2.95,0.002,-0.753818176221882
296,2.96,0.013000000000000001,-0.9522014309844393
297,2.97,0.012,-0.9684251449648987
298,2.98,0.008,-0.8006258753555483
299,2.99,0.006999999999999999,-0.4818835039904315
300,3.0,0.0,-0.07364468807546354
301,3.0100000000000002,-0.004,0.34616260552372374
302,3.02,-0.011000000000000001,0.6980149128162725
303,3.0300000000000002,-0.012,0.9158333700898855
304,3.04,-0.018000000000000002,0.9593393333880825
305,3.0500000000000003,-0.033,0.8214284859719446
306,3.06,-0.027000000000000003,0.5292319137671215
307,3.0700000000000003,-0.013999999999999999,0.1387339031717794
308,3.08,-0.005,-0.27597532520667034
